Longitude,Latitude,Station Name,Climate ID,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Date/Time
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.3,4.3,87.0,0.5,10.0,13.0,12.9,100.6,,,Rain,2024-11-14 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.4,4.7,89.0,0.2,9.0,13.0,16.1,100.58,,,Rain,2024-11-14 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.6,5.4,92.0,0.0,9.0,11.0,16.1,100.58,,,Rain,2024-11-15 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.0,5.5,90.0,0.0,9.0,13.0,16.1,100.57,,,,2024-11-15 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.9,5.9,93.0,0.0,10.0,11.0,8.1,100.56,,,"Rain,Fog",2024-11-15 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.0,6.3,95.0,0.0,11.0,8.0,16.1,100.6,,,,2024-11-15 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.0,6.0,93.0,0.0,10.0,5.0,16.1,100.62,,,,2024-11-15 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.1,6.1,93.0,0.0,7.0,9.0,16.1,100.62,,,,2024-11-15 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.8,4.7,86.0,0.0,6.0,18.0,16.1,100.69,,,,2024-11-15 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.7,4.4,85.0,0.0,6.0,17.0,16.1,100.69,,,,2024-11-15 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.6,3.8,82.0,0.0,5.0,18.0,16.1,100.72,,,,2024-11-15 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.7,3.5,80.0,0.0,6.0,15.0,16.1,100.75,,,,2024-11-15 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.7,3.3,79.0,0.0,6.0,18.0,16.1,100.76,,,,2024-11-15 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.8,3.3,78.0,0.0,5.0,17.0,16.1,100.76,,,,2024-11-15 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.8,3.3,78.0,0.0,9.0,11.0,16.1,100.77,,,,2024-11-15 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.3,3.5,77.0,0.0,10.0,9.0,16.1,100.73,,,,2024-11-15 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.6,3.5,75.0,0.0,,4.0,16.1,100.71,,,,2024-11-15 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.8,3.9,76.0,0.0,18.0,5.0,16.1,100.7,,,,2024-11-15 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.5,4.3,80.0,0.0,21.0,5.0,16.1,100.7,,,,2024-11-15 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.8,5.5,85.0,0.0,24.0,9.0,16.1,100.74,,,,2024-11-15 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.5,5.8,83.0,0.0,28.0,15.0,16.1,100.73,,,,2024-11-15 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.4,5.9,84.0,0.0,28.0,17.0,16.1,100.74,,,,2024-11-15 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.3,5.6,83.0,0.0,33.0,9.0,16.1,100.74,,,,2024-11-15 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.9,5.0,82.0,0.0,31.0,13.0,16.1,100.75,,,,2024-11-15 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.1,4.9,80.0,0.0,31.0,17.0,16.1,100.75,,,,2024-11-15 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.1,4.3,77.0,0.0,30.0,21.0,16.1,100.72,,,,2024-11-15 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.4,2.5,71.0,0.0,31.0,24.0,16.1,100.74,,,,2024-11-16 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.9,2.6,74.0,0.0,29.0,15.0,16.1,100.74,,,,2024-11-16 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.4,2.5,76.0,0.0,29.0,11.0,16.1,100.77,,,,2024-11-16 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.3,3.0,80.0,0.0,26.0,9.0,16.1,100.81,,,,2024-11-16 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.4,2.6,82.0,0.0,27.0,11.0,16.1,100.86,,,,2024-11-16 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.7,2.4,85.0,0.0,25.0,9.0,16.1,100.89,,,,2024-11-16 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,2.4,84.0,0.0,27.0,9.0,16.1,100.92,,,,2024-11-16 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.6,2.0,83.0,0.0,26.0,13.0,16.1,100.98,,,,2024-11-16 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.0,2.6,79.0,0.0,28.0,13.0,16.1,101.07,,,,2024-11-16 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.1,2.0,70.0,0.0,31.0,13.0,16.1,101.11,,,,2024-11-16 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.0,1.5,63.0,0.0,33.0,15.0,16.1,101.12,,,,2024-11-16 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.8,2.6,65.0,0.0,29.0,11.0,16.1,101.14,,,,2024-11-16 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.4,3.0,64.0,0.0,34.0,18.0,16.1,101.1,,,,2024-11-16 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,3.4,65.0,0.0,30.0,22.0,16.1,101.08,,,,2024-11-16 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,3.8,67.0,0.0,31.0,11.0,16.1,101.08,,,,2024-11-16 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.2,3.6,68.0,0.0,29.0,18.0,16.1,101.1,,,,2024-11-16 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.8,3.0,67.0,0.0,31.0,13.0,16.1,101.08,,,,2024-11-16 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.6,3.1,68.0,0.0,28.0,15.0,16.1,101.13,,,,2024-11-16 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.1,2.6,68.0,0.0,29.0,9.0,16.1,101.15,,,,2024-11-16 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.8,2.9,76.0,0.0,25.0,9.0,16.1,101.17,,,,2024-11-16 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.3,2.9,74.0,0.0,27.0,9.0,16.1,101.17,,,,2024-11-16 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.5,3.2,85.0,0.0,31.0,4.0,16.1,101.14,,,,2024-11-16 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.2,3.1,86.0,0.0,28.0,9.0,16.1,101.15,,,,2024-11-16 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.8,2.8,81.0,0.0,,4.0,16.1,101.13,,,,2024-11-16 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.1,3.4,83.0,0.0,27.0,5.0,16.1,101.1,,,,2024-11-17 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.4,3.3,86.0,0.0,28.0,5.0,16.1,101.12,,,,2024-11-17 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.1,2.5,83.0,0.0,32.0,5.0,16.1,101.15,,,,2024-11-17 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,2.4,84.0,0.0,29.0,8.0,16.1,101.16,,,,2024-11-17 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.8,2.3,90.0,0.0,,0.0,16.1,101.11,,,,2024-11-17 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,3.7,92.0,0.0,6.0,5.0,16.1,101.07,,,,2024-11-17 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.5,3.9,89.0,0.0,,0.0,16.1,101.06,,,,2024-11-17 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.8,4.0,88.0,0.0,6.0,5.0,16.1,101.02,,,,2024-11-17 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.6,4.1,84.0,0.0,8.0,9.0,16.1,101.03,,,,2024-11-17 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.8,5.0,89.0,0.0,8.0,11.0,16.1,100.99,,,,2024-11-17 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.0,6.5,90.0,0.0,7.0,11.0,16.1,100.95,,,,2024-11-17 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.9,4.9,76.0,0.0,15.0,9.0,16.1,100.92,,,,2024-11-17 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.9,6.5,79.0,0.0,14.0,15.0,16.1,100.7,,,,2024-11-17 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,10.0,6.6,79.0,0.0,16.0,15.0,16.1,100.62,,,,2024-11-17 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,10.1,6.7,79.0,0.0,19.0,13.0,16.1,100.59,,,,2024-11-17 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.7,7.1,84.0,0.0,18.0,15.0,16.1,100.56,,,,2024-11-17 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,6.5,81.0,0.0,16.0,15.0,16.1,100.45,,,,2024-11-17 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,6.9,83.0,0.0,19.0,18.0,16.1,100.46,,,,2024-11-17 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,7.2,85.0,0.0,21.0,17.0,16.1,100.5,,,,2024-11-17 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.5,7.1,85.0,0.0,20.0,17.0,16.1,100.43,,,,2024-11-17 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.3,7.6,89.0,0.0,22.0,13.0,16.1,100.37,,,,2024-11-17 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.3,7.9,91.0,0.0,25.0,11.0,16.1,100.33,,,,2024-11-17 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.8,7.6,92.0,0.0,24.0,11.0,16.1,100.3,,,,2024-11-17 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,10.1,8.1,87.0,0.0,21.0,32.0,16.1,100.09,,,Rain,2024-11-17 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,10.5,8.5,87.0,0.0,28.0,11.0,16.1,100.16,,,,2024-11-18 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,11.5,8.9,84.0,0.0,29.0,15.0,16.1,100.22,,,,2024-11-18 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,11.1,8.7,85.0,0.0,28.0,15.0,16.1,100.24,,,,2024-11-18 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,10.0,7.3,83.0,0.0,27.0,15.0,16.1,100.26,,,,2024-11-18 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.7,7.8,94.0,0.0,25.0,11.0,12.9,100.27,,,,2024-11-18 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.6,7.7,94.0,0.0,27.0,13.0,11.3,100.32,,,,2024-11-18 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.4,6.4,93.0,0.0,25.0,13.0,14.5,100.36,,,,2024-11-18 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.0,7.4,96.0,0.0,24.0,17.0,9.7,100.42,,,Fog,2024-11-18 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.7,6.5,92.0,0.0,27.0,9.0,14.5,100.47,,,,2024-11-18 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,6.9,83.0,0.0,28.0,9.0,16.1,100.49,,,,2024-11-18 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,11.2,6.1,71.0,0.0,29.0,17.0,16.1,100.52,,,,2024-11-18 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,12.2,6.5,68.0,0.0,25.0,18.0,16.1,100.57,,,,2024-11-18 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,12.2,7.7,74.0,0.0,20.0,9.0,16.1,100.48,,,,2024-11-18 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.5,3.1,46.0,0.0,29.0,18.0,16.1,100.41,,,,2024-11-18 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.0,1.7,43.0,0.0,28.0,15.0,16.1,100.43,,,,2024-11-18 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.7,1.4,43.0,0.0,29.0,13.0,16.1,100.44,,,,2024-11-18 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.2,1.8,46.0,0.0,30.0,13.0,16.1,100.53,,,,2024-11-18 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,12.1,1.6,48.0,0.0,30.0,8.0,16.1,100.6,,,,2024-11-18 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,11.4,4.0,60.0,0.0,34.0,11.0,16.1,100.67,,,,2024-11-18 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,10.0,3.8,65.0,0.0,34.0,11.0,16.1,100.7,,,,2024-11-18 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.1,3.5,68.0,0.0,34.0,13.0,16.1,100.7,,,,2024-11-18 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.0,3.1,66.0,0.0,,9.0,16.1,100.72,,,,2024-11-18 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.6,3.3,69.0,0.0,3.0,17.0,16.1,100.73,,,,2024-11-18 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.5,2.8,77.0,0.0,,4.0,16.1,100.72,,,,2024-11-18 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.3,2.9,79.0,0.0,20.0,5.0,16.1,100.73,,,,2024-11-19 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.4,2.5,71.0,0.0,,4.0,16.1,100.67,,,,2024-11-19 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.6,2.1,73.0,0.0,6.0,13.0,16.1,100.75,,,,2024-11-19 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.1,2.4,72.0,0.0,7.0,15.0,16.1,100.69,,,,2024-11-19 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.8,3.6,80.0,0.0,6.0,15.0,16.1,100.7,,,,2024-11-19 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.2,4.2,81.0,0.0,7.0,17.0,16.1,100.63,,,,2024-11-19 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.7,5.0,83.0,0.0,6.0,22.0,16.1,100.65,,,,2024-11-19 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.9,5.6,85.0,0.0,6.0,18.0,16.1,100.7,,,,2024-11-19 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.3,5.9,85.0,0.0,8.0,22.0,16.1,100.67,,,,2024-11-19 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.5,6.0,84.0,0.0,8.0,24.0,16.1,100.57,,,,2024-11-19 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.8,6.4,85.0,0.0,8.0,24.0,16.1,100.56,,,,2024-11-19 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.1,6.7,85.0,0.0,8.0,22.0,16.1,100.5,,,,2024-11-19 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.4,6.5,82.0,0.0,8.0,24.0,16.1,100.33,,,,2024-11-19 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.4,5.9,79.0,0.0,8.0,24.0,16.1,100.3,,,,2024-11-19 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.0,6.1,82.0,0.0,7.0,35.0,16.1,100.22,,,,2024-11-19 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.5,6.5,87.0,0.2,7.0,34.0,16.1,100.16,,,,2024-11-19 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.5,6.5,87.0,0.0,7.0,37.0,16.1,100.12,,,,2024-11-19 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.3,6.6,89.0,0.2,7.0,37.0,16.1,100.06,,,Rain,2024-11-19 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.6,6.7,88.0,0.0,7.0,30.0,16.1,100.04,,,,2024-11-19 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.9,6.7,86.0,0.0,7.0,35.0,16.1,99.95,,,,2024-11-19 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.2,6.7,84.0,0.0,8.0,34.0,16.1,99.96,,,,2024-11-19 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.4,7.2,86.0,0.0,7.0,28.0,16.1,99.99,,,,2024-11-19 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.2,7.7,90.0,0.2,7.0,26.0,16.1,99.95,,,,2024-11-19 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,7.6,87.0,0.0,8.0,22.0,16.1,99.91,,,,2024-11-19 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.3,7.3,87.0,0.0,9.0,18.0,16.1,99.9,,,,2024-11-20 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.4,7.4,87.0,0.0,8.0,17.0,16.1,99.84,,,,2024-11-20 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.3,7.3,87.0,0.0,7.0,21.0,16.1,99.83,,,,2024-11-20 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.1,8.0,93.0,0.0,5.0,15.0,9.7,99.87,,,Fog,2024-11-20 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.7,7.6,93.0,0.0,6.0,17.0,16.1,99.86,,,,2024-11-20 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.6,7.4,92.0,0.0,5.0,15.0,16.1,99.87,,,,2024-11-20 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.4,7.0,91.0,0.0,6.0,22.0,16.1,99.83,,,,2024-11-20 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.4,6.7,89.0,0.0,6.0,17.0,16.1,99.81,,,,2024-11-20 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.4,6.2,86.0,0.0,6.0,21.0,16.1,99.81,,,,2024-11-20 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.0,6.5,84.0,0.0,7.0,21.0,16.1,99.74,,,,2024-11-20 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.3,7.1,86.0,0.0,5.0,17.0,16.1,99.77,,,,2024-11-20 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.3,7.1,86.0,0.0,6.0,15.0,16.1,99.77,,,,2024-11-20 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.0,7.6,91.0,0.0,6.0,24.0,16.1,99.62,,,,2024-11-20 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.7,8.1,96.0,0.0,6.0,18.0,6.4,99.54,,,Fog,2024-11-20 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.8,8.4,97.0,0.0,6.0,18.0,12.9,99.46,,,,2024-11-20 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.2,8.8,97.0,0.0,5.0,24.0,6.4,99.37,,,Fog,2024-11-20 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,9.3,98.0,0.0,5.0,21.0,11.3,99.33,,,,2024-11-20 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.7,9.3,97.0,0.0,6.0,28.0,16.1,99.21,,,,2024-11-20 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,8.4,92.0,0.0,6.0,39.0,16.1,99.04,,,,2024-11-20 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.7,7.7,87.0,0.0,6.0,45.0,16.1,98.92,,,,2024-11-20 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.6,7.9,89.0,0.0,6.0,34.0,9.7,98.97,,,"Moderate Rain,Fog",2024-11-20 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.7,6.7,93.0,15.2,30.0,18.0,14.5,99.17,,,Moderate Rain,2024-11-20 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.9,5.5,91.0,4.2,26.0,28.0,11.3,99.34,,,Moderate Rain,2024-11-20 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.5,3.4,86.0,2.2,25.0,39.0,16.1,99.39,,,Rain,2024-11-20 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.7,3.6,86.0,0.2,26.0,28.0,16.1,99.35,,,Rain,2024-11-21 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.8,2.8,81.0,0.0,25.0,24.0,16.1,99.4,,,,2024-11-21 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.2,2.2,81.0,0.0,25.0,18.0,16.1,99.43,,,,2024-11-21 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.6,2.3,85.0,0.0,26.0,15.0,16.1,99.33,,,,2024-11-21 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.8,1.5,85.0,0.0,24.0,9.0,16.1,99.32,,,,2024-11-21 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.5,2.2,85.0,0.0,23.0,13.0,16.1,99.33,,,,2024-11-21 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.3,1.8,84.0,0.0,22.0,13.0,16.1,99.29,,,,2024-11-21 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.5,1.9,83.0,0.0,22.0,8.0,16.1,99.32,,,,2024-11-21 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.0,2.4,83.0,0.0,23.0,17.0,16.1,99.33,,,,2024-11-21 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.7,1.9,82.0,0.0,27.0,9.0,16.1,99.34,,,,2024-11-21 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.8,1.7,80.0,0.0,,0.0,12.9,99.36,,,,2024-11-21 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.1,2.1,81.0,0.2,13.0,4.0,16.1,99.36,,,Rain,2024-11-21 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.3,2.2,80.0,0.0,24.0,5.0,16.1,99.32,,,Rain,2024-11-21 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.5,1.1,73.0,0.0,23.0,9.0,16.1,99.33,,,,2024-11-21 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.4,2.1,79.0,0.0,21.0,15.0,16.1,99.35,,,Rain,2024-11-21 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.6,1.0,72.0,0.0,24.0,9.0,16.1,99.37,,,,2024-11-21 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.7,0.8,71.0,0.0,23.0,8.0,16.1,99.41,,,,2024-11-21 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.5,0.4,70.0,0.0,32.0,9.0,16.1,99.43,,,,2024-11-21 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.4,1.6,77.0,0.0,32.0,11.0,16.1,99.47,,,,2024-11-21 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.2,1.5,77.0,0.0,33.0,11.0,16.1,99.5,,,,2024-11-21 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.8,1.8,81.0,0.0,32.0,11.0,16.1,99.49,,,Rain,2024-11-21 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,1.9,81.0,0.0,33.0,9.0,16.1,99.46,,,,2024-11-21 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.1,1.8,79.0,0.0,31.0,11.0,16.1,99.42,,,,2024-11-21 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.7,2.1,83.0,0.2,29.0,15.0,16.1,99.36,,,Rain,2024-11-21 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.7,2.2,84.0,0.0,29.0,13.0,16.1,99.31,,,Rain,2024-11-22 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.1,2.3,82.0,0.0,30.0,21.0,16.1,99.23,,,Rain,2024-11-22 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.0,2.7,85.0,0.0,31.0,13.0,16.1,99.16,,,Rain,2024-11-22 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.0,3.2,88.0,0.5,33.0,13.0,16.1,99.12,,,Rain,2024-11-22 03:00:00-05:00
